dt(s)	Druck(10^-3 mbar)	Ar_Flow(sccm)	O2_Flow(sccm)	O2 Partial Pressure (10^-3 mbar)	MDX 500 V	MDX 500 I	MDX 2500 V	MDX 2500 I	Mean_Loop_Duration(ms)	Var O2 Partial Pressure	Var MDX 500 V	Timesteps (sec): 30,000000	startpoint (sccm): 0,760000	steps (sccm): 0,100000
0	0
4,97	4	8,16	-0,01	-0	405,82	0,27	0	0	59	0	1,55
10,07	4	8,16	-0,01	-0	405,92	0,27	0	0	59	0	1,12
16,8	4	8,16	-0,01	-0	405,51	0,27	0	0	59	0	1,53
21,87	4	8,16	-0,01	-0	405,89	0,27	0	0	59	0	0,7
28,6	4	8,16	-0,01	-0	405,77	0,27	0	0	59	0	0,7
33,7	4,01	8,16	0,74	0	407,66	0,27	0	0	59	0	1,01
40,5	4	8,16	0,75	-0	406,88	0,27	0	0	59	0	1,25
47,33	4	8,16	0,75	-0	408,11	0,27	0	0	59	0	1,05
52,43	4	8,16	0,76	-0	406,93	0,27	0	0	59	0	1,3
59,17	4	8,16	0,76	-0,01	406,65	0,27	0	0	59	0	1,42
64,27	4	8,16	0,84	-0	407,93	0,27	0	0	59	0	1,19
71	4	8,16	0,86	-0	408,02	0,27	0	0	59	0	1,25
76,07	4	8,16	0,86	-0,01	407,75	0,27	0	0	59	0	0,97
82,8	4	8,16	0,86	-0	408,47	0,27	0	0	59	0	1,17
89,57	4	8,16	0,86	-0,01	408,52	0,27	0	0	59	0	0,78
94,63	4	8,16	0,94	-0	409,94	0,27	0	0	59	0	1
101,47	4	8,16	0,96	-0	410,62	0,27	0	0	59	0	1,32
106,53	4	8,16	0,96	-0	410,76	0,27	0	0	59	0	1,24
113,37	4	8,16	0,96	-0	411,23	0,27	0	0	59	0	1
118,43	4	8,16	0,96	-0	411,64	0,27	0	0	59	0	0,84
125,2	4	8,16	1,05	-0	414,01	0,27	0	0	59	0	0,86
131,93	4,01	8,16	1,06	0	414,74	0,27	0	0	59	0	0,83
137	4	8,16	1,06	0	415,46	0,26	0	0	59	0	0,6
143,73	4,01	8,16	1,06	0	416,07	0,26	0	0	59	0	1,14
148,83	4,01	8,16	1,06	0	416,78	0,26	0	0	59	0	0,77
155,6	4,01	8,16	1,15	0,01	422,49	0,26	0	0	59	0	0,87
160,67	4,02	8,16	1,16	0,01	425,63	0,26	0	0	59	0	0,83
167,5	4,02	8,16	1,16	0,02	427,25	0,26	0	0	59	0	0,92
172,53	4,02	8,16	1,16	0,02	429,22	0,26	0	0	59	0	0,93
179,4	4,03	8,16	1,16	0,02	431,44	0,26	0	0	59	0	0,86
186,13	4,04	8,16	1,25	0,04	444,28	0,25	0	0	59	0	1,62
191,23	4,06	8,16	1,26	0,06	452,07	0,24	0	0	59	0	1,76
197,97	4,09	8,16	1,26	0,08	466,85	0,24	0	0	59	0	2,07
203,07	4,12	8,16	1,26	0,11	481,82	0,23	0	0	59	0	1,81
209,8	4,17	8,16	1,26	0,17	548,8	0,2	0	0	59	0,01	1,74
214,87	4,23	8,16	1,35	0,23	558,15	0,2	0	0	59	0,01	1,52
221,6	4,27	8,16	1,36	0,27	561,37	0,2	0	0	59	0	2,76
228,47	4,29	8,16	1,36	0,28	562,17	0,2	0	0	59	0	1,4
233,5	4,3	8,16	1,36	0,29	562,64	0,2	0	0	59	0	2,29
240,33	4,29	8,16	1,37	0,29	563,14	0,2	0	0	59	0	2,63
245,43	4,31	8,16	1,45	0,31	565,51	0,19	0	0	59	0	1,6
252,2	4,28	8,16	1,47	0,28	558,56	0,2	0	0	59	0,01	2,55
257,27	4,12	8,16	1,48	0,12	437,77	0,25	0	0	59	0,02	10,07
264	4,27	8,16	1,45	0,26	564,09	0,19	0	0	59	0,01	2,1
270,73	4,34	8,16	1,47	0,34	568,13	0,19	0	0	59	0	2,25
275,83	4,39	8,16	1,55	0,38	570,16	0,19	0	0	59	0	2,53
282,57	4,4	8,16	1,56	0,4	569,6	0,19	0	0	59	0	2,08
287,67	4,41	8,16	1,56	0,41	570,89	0,19	0	0	59	0	1,96
294,5	4,42	8,16	1,56	0,41	571,83	0,19	0	0	59	0	1,07
299,53	4,42	8,16	1,56	0,42	571,97	0,19	0	0	59	0	2,66
306,4	4,46	8,16	1,65	0,46	573,04	0,19	0	0	59	0	2,28
313,13	4,47	8,16	1,66	0,47	573,01	0,19	0	0	59	0	1,47
318,2	4,48	8,16	1,66	0,47	573,28	0,19	0	0	59	0	2,23
324,93	4,48	8,16	1,66	0,48	572	0,19	0	0	59	0	2,16
330,03	4,49	8,16	1,66	0,48	573,99	0,19	0	0	59	0	1,71
336,77	4,53	8,16	1,75	0,52	573,52	0,19	0	0	59	0	2,45
341,87	4,54	8,16	1,76	0,53	574,45	0,19	0	0	59	0	2,15
348,6	4,54	8,16	1,76	0,54	574,92	0,19	0	0	59	0	1,87
353,67	4,55	8,16	1,76	0,54	575,06	0,19	0	0	59	0	1,82
360,5	4,55	8,16	1,77	0,55	574,45	0,19	0	0	59	0	2,14
367,33	4,59	8,16	1,85	0,59	575,71	0,19	0	0	59	0	1,88
372,43	4,6	8,16	1,86	0,6	574,03	0,19	0	0	59	0	2,33
379,17	4,61	8,16	1,86	0,6	574,98	0,19	0	0	59	0	2,4
384,27	4,61	8,16	1,86	0,61	574,33	0,19	0	0	59	0	2,13
391	4,62	8,16	1,88	0,61	576,83	0,19	0	0	59	0	2,11
396,07	4,65	8,16	1,95	0,65	576,6	0,19	0	0	59	0	1,62
402,8	4,66	8,16	1,96	0,66	576,65	0,19	0	0	59	0	2,02
409,57	4,67	8,16	1,96	0,66	577,07	0,19	0	0	59	0	1,26
414,63	4,67	8,16	1,96	0,67	576,39	0,19	0	0	59	0	1,97
421,47	4,68	8,16	1,99	0,67	574,58	0,19	0	0	59	0	2,05
426,53	4,7	8,16	1,99	0,7	575,83	0,19	0	0	59	0	2,25
433,37	4,68	8,16	1,96	0,68	576,05	0,19	0	0	59	0	1,59
438,43	4,69	8,16	1,96	0,68	576,07	0,19	0	0	59	0	1,56
445,2	4,69	8,16	1,96	0,69	575,58	0,19	0	0	59	0	1,65
451,93	4,69	8,16	1,96	0,69	575,18	0,19	0	0	59	0	1,2
457	4,65	8,16	1,89	0,64	574,52	0,19	0	0	59	0,01	1,91
463,73	4,53	8,16	1,87	0,53	572,18	0,19	0	0	59	0,02	1,64
468,87	4,31	8,16	1,84	0,31	570,7	0,19	0	0	59	0,02	2,89
475,6	4,64	8,16	1,86	0,64	575,11	0,19	0	0	59	0	1,83
480,67	4,66	8,16	1,86	0,66	575,58	0,19	0	0	59	0	1,26
487,5	4,65	8,16	1,79	0,64	574,54	0,19	0	0	59	0	1,18
494,33	4,63	8,16	1,76	0,62	575,78	0,19	0	0	59	0	0,96
499,4	4,63	8,16	1,76	0,63	575,19	0,19	0	0	59	0	1,65
506,13	4,63	8,16	1,76	0,63	575,24	0,19	0	0	59	0	2,77
511,23	4,64	8,16	1,76	0,63	574,35	0,19	0	0	59	0	2,05
517,97	4,62	8,16	1,68	0,61	574,66	0,19	0	0	59	0	1,71
523,07	4,6	8,16	1,66	0,6	574,23	0,19	0	0	59	0	3,21
529,8	4,6	8,16	1,66	0,6	574,98	0,19	0	0	59	0	1,17
534,87	4,6	8,16	1,66	0,6	575,18	0,19	0	0	59	0	1,22
541,6	4,6	8,16	1,66	0,6	574,83	0,19	0	0	59	0	1,87
548,47	4,58	8,16	1,58	0,57	573,66	0,19	0	0	59	0	1,97
553,5	4,57	8,16	1,56	0,56	574,18	0,19	0	0	59	0	1,61
560,33	4,57	8,16	1,56	0,56	573	0,19	0	0	59	0	2,24
565,43	4,57	8,16	1,56	0,56	574,35	0,19	0	0	59	0	1,98
572,2	4,57	8,16	1,56	0,57	573,84	0,19	0	0	59	0	1,65
577,27	4,55	8,16	1,49	0,55	572,71	0,19	0	0	59	0,01	1,64
584	4,53	8,16	1,46	0,53	572,4	0,19	0	0	59	0	1,96
590,73	4,53	8,16	1,46	0,53	573,38	0,19	0	0	59	0	2,32
595,8	4,53	8,16	1,46	0,53	572,58	0,19	0	0	59	0	1,81
602,57	4,53	8,16	1,46	0,53	572,86	0,19	0	0	59	0	1,94
607,67	4,51	8,16	1,38	0,51	571,4	0,19	0	0	59	0	1,84
614,5	4,49	8,16	1,36	0,49	572,04	0,19	0	0	59	0	2,51
619,53	4,49	8,16	1,36	0,49	572,37	0,19	0	0	59	0	2,81
626,4	4,49	8,16	1,36	0,49	573,27	0,19	0	0	59	0	1,49
633,13	4,49	8,16	1,36	0,49	572,27	0,19	0	0	59	0	1,88
638,2	4,47	8,16	1,28	0,47	571,38	0,19	0	0	59	0	1,76
644,93	4,45	8,16	1,26	0,45	570,76	0,19	0	0	59	0	1,94
650,03	4,45	8,16	1,26	0,45	570,2	0,19	0	0	59	0	1,94
656,77	4,45	8,16	1,26	0,45	570,91	0,19	0	0	59	0	1,26
661,87	4,46	8,16	1,26	0,45	570,35	0,19	0	0	59	0	2,96
668,6	4,43	8,16	1,18	0,42	568,81	0,19	0	0	59	0	2,44
675,47	4,42	8,16	1,16	0,41	569,22	0,19	0	0	59	0	1,54
680,5	4,42	8,16	1,16	0,41	568,99	0,19	0	0	59	0	1,4
687,33	4,42	8,16	1,16	0,41	568,31	0,19	0	0	59	0	2,04
692,43	4,42	8,16	1,16	0,41	568,74	0,19	0	0	59	0	2,19
699,17	4,39	8,16	1,07	0,38	566,37	0,19	0	0	59	0	2,34
704,27	4,37	8,16	1,06	0,37	566,6	0,19	0	0	59	0	1,11
711	4,37	8,16	1,06	0,37	565,7	0,19	0	0	59	0	1,32
716,07	4,36	8,16	1,06	0,36	565,77	0,19	0	0	59	0	2,45
722,8	4,34	8,16	1,06	0,34	564,72	0,19	0	0	59	0	1,53
729,57	4,25	8,16	0,98	0,25	541,2	0,2	0	0	59	0,01	9,52
734,63	4,08	8,16	1,02	0,07	425,85	0,26	0	0	59	0,02	4,91
741,47	4,15	8,16	0,95	0,15	536,29	0,2	0	0	59	0,01	8,2
